gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,0.647887323943662,1,0,0.020000000000000018,0.11862450957765983,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,0,1.0,1,0,0.46,0.5522732517885991,1,0,0,1,1,0,1,0,0,0,1,0,0,0
1,0,1,1,0.9577464788732395,1,1,0.8700000000000001,0.83267943687976,1,1,0,1,1,1,1,1,0,1,0,1,0,0
0,1,1,0,0.9014084507042254,1,1,0.74,0.6865912762520193,1,1,0,1,1,0,0,1,0,0,1,1,0,0
0,0,0,0,0.47887323943661975,1,1,0.010000000000000009,0.0715439649203785,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0.4507042253521127,1,1,0.8200000000000001,0.381029309946919,1,1,0,0,1,0,0,1,1,0,0,0,1,0
1,1,0,0,0.02816901408450704,1,1,0.6799999999999999,0.02330948534502654,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.5211267605633804,1,0,0.77,0.4139164551119317,1,1,0,0,0,1,1,1,0,1,0,0,0,0
1,0,1,0,0.9859154929577465,0,0,0.48000000000000004,0.539003000230787,0,0,0,1,1,1,1,1,1,1,0,0,0,0
1,0,0,0,0.619718309859155,1,0,0.55,0.38437572120932384,1,0,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,0.08450704225352114,1,0,0.05000000000000002,0.01788599123009462,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.09859154929577466,1,1,0.31,0.040041541657050546,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.7605633802816901,1,0,0.27,0.28202169397645976,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0.6901408450704226,1,1,0.8800000000000001,0.6149319178398338,1,1,0,0,1,0,1,1,1,1,0,0,1,0
1,0,1,1,0.3802816901408451,1,1,0.010000000000000009,0.06058158319870759,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.0,1,1,0.38000000000000006,0.0043849526886683594,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0.0,1,1,0.27,0.0031156242787906763,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.08450704225352114,1,0,0.56,0.05942764828063697,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0.0,0,1,0.18,0.0020770828525271175,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0.5915492957746479,1,1,0.07,0.13501038541426263,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0.08450704225352114,0,0,0.17000000000000004,0.028386798984537276,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,0,1,0,0.09859154929577466,1,1,0.36000000000000004,0.049273021001615507,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,1,0.23943661971830985,1,0,0.6500000000000001,0.1838218324486499,0,0,0,1,0,1,1,1,1,0,0,0,1,0
1,0,0,0,0.8591549295774649,0,1,0.25,0.3150242326332795,0,0,0,0,1,1,0,0,1,0,1,1,0,0
1,0,1,0,0.7323943661971831,1,1,0.73,0.5589660743134087,1,1,0,0,0,0,1,0,1,1,0,0,1,0
0,1,0,0,0.11267605633802817,1,0,0.31,0.04950380798522963,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0.18309859154929578,1,1,0.6400000000000001,0.13466420493884146,1,1,0,0,1,1,0,0,0,0,0,0,1,0
1,0,0,0,0.8591549295774649,1,1,0.010000000000000009,0.12750980844680362,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,0,0.09859154929577466,1,1,0.31,0.04327255942764828,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0.5492957746478874,1,0,0.6200000000000001,0.3593353334871913,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1,0,1,0,0.9859154929577465,1,1,0.9700000000000002,0.9300715439649204,1,1,0,1,1,1,1,1,1,0,1,1,0,0
0,0,1,0,0.056338028169014086,0,1,0.06,0.009462266328179092,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.0,1,1,0.51,0.005885068082160166,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.04225352112676056,1,0,0.8300000000000001,0.04234941149319178,1,1,0,0,0,1,0,1,1,0,0,0,1,0
0,1,0,0,0.35211267605633806,1,0,0.010000000000000009,0.05608123701823217,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0.7183098591549296,1,1,0.71,0.5347334410339256,1,0,0,1,1,1,1,1,1,0,1,0,0,1
1,0,1,0,0.2112676056338028,1,0,0.72,0.1564735748903762,1,1,0,1,1,1,0,0,0,0,0,0,1,0
0,0,0,0,0.6338028169014085,0,0,0.15000000000000002,0.17528271405492732,0,0,0,0,0,1,1,0,0,1,0,1,0,0
1,0,0,0,0.19718309859154928,1,0,0.010000000000000009,0.03219478421417032,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0.8591549295774649,1,1,0.71,0.6474728825294254,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0.1267605633802817,1,1,0.8,0.12000923147934457,1,1,0,0,0,0,1,1,1,0,0,0,1,0
1,1,0,0,0.28169014084507044,0,1,0.23000000000000004,0.09485345026540504,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0.7323943661971831,1,1,0.43,0.3852988691437803,0,0,0,0,0,1,0,0,1,1,0,0,1,0
1,0,0,0,0.5633802816901409,1,1,0.9600000000000002,0.5203092545580429,1,1,0,1,1,1,1,1,1,0,0,0,0,0
0,0,1,1,0.1267605633802817,1,1,0.020000000000000018,0.023078698361412416,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0.0,1,1,0.5700000000000001,0.006577429033002539,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0.9859154929577465,1,0,0.05000000000000002,0.2005538887606739,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0.5633802816901409,1,1,0.6799999999999999,0.3832217862912532,0,1,0,0,1,1,1,0,0,1,0,0,0,0
0,0,0,0,0.25352112676056343,1,1,0.010000000000000009,0.040964689591507036,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0.8732394366197184,1,1,0.9200000000000002,0.7716362797138241,0,1,0,1,1,1,1,1,1,0,1,1,0,0
0,0,1,1,0.8873239436619719,1,1,0.73,0.6856681283175629,1,1,0,1,1,1,0,0,0,0,0,0,1,0
1,0,0,0,0.07042253521126761,1,0,0.020000000000000018,0.010846988229863836,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.9859154929577465,1,0,0.010000000000000009,0.15624278790676208,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,0,0.4084507042253521,1,0,0.020000000000000018,0.06565889683821834,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0.8450704225352113,1,1,0.6400000000000001,0.5638126009693053,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,0.295774647887324,1,0,0.6500000000000001,0.21082390953150243,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,1,1.0,1,0,0.6699999999999999,0.7051696284329564,0,0,0,1,1,1,1,1,1,0,1,0,0,0
1,0,0,0,0.8450704225352113,1,1,0.8800000000000001,0.7396722824832679,1,1,0,0,0,1,1,1,1,0,1,0,1,0
1,0,0,0,0.3943661971830986,1,1,0.5,0.2252480960073852,0,0,0,1,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0.0,1,0,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0.7042253521126761,1,1,0.76,0.5639279944611124,0,1,0,0,0,1,0,1,1,1,0,0,0,0
1,0,1,1,0.04225352112676056,1,1,0.39999999999999997,0.02377105931225479,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0.3098591549295775,1,1,0.6000000000000001,0.2105931225478883,1,0,0,1,0,1,0,1,1,1,0,0,1,0
1,0,0,0,0.0,1,0,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.0,1,1,0.56,0.006462035541195477,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.19718309859154928,1,1,0.41,0.10085391183937227,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,0.9859154929577465,1,1,0.98,0.9861527809831525,1,1,0,1,1,1,1,1,1,0,1,0,1,0
0,0,0,0,0.14084507042253522,1,1,0.6100000000000001,0.08966074313408724,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0.3098591549295775,0,1,0.16000000000000003,0.08654511885529657,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1.0,1,1,0.020000000000000018,0.1509346872836372,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0.35211267605633806,1,0,0.41,0.17182090930071545,0,0,0,0,0,0,1,1,0,1,0,1,0,0
0,0,1,1,0.9295774647887325,1,1,0.71,0.7333256404338795,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,1,0.014084507042253521,1,0,0.33,0.010154627279021463,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1.0,0,1,0.36000000000000004,0.4522270943918763,0,0,0,0,1,1,0,1,1,0,1,0,1,0
0,0,0,0,0.5633802816901409,1,1,0.8600000000000001,0.4994230325409647,1,1,0,0,1,1,0,1,1,0,0,0,1,0
1,0,1,1,0.49295774647887325,0,0,0.22000000000000003,0.17643664897299793,0,0,0,1,0,1,1,0,0,0,1,1,0,0
0,0,1,1,0.676056338028169,0,1,0.33,0.2911377798292176,0,0,0,0,1,0,0,1,1,1,0,0,0,0
0,0,0,0,0.28169014084507044,1,0,0.010000000000000009,0.0429263789522271,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0.0,1,0,0.020000000000000018,0.00023078698361412436,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0.6338028169014085,1,1,0.6200000000000001,0.4328409877682899,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0.26760563380281693,1,1,0.52,0.16755135010385416,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.33802816901408456,1,0,0.020000000000000018,0.05400415416570505,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,1,0.7887323943661972,1,0,0.47000000000000003,0.4233787214401108,1,0,0,1,1,0,1,0,0,0,0,0,0,0
0,0,1,1,0.9295774647887325,1,1,0.6100000000000001,0.6087006692822524,1,0,0,1,0,1,0,1,1,0,1,0,1,0
1,0,1,0,0.5211267605633804,1,1,0.8700000000000001,0.46249711516270486,1,1,0,0,0,1,1,1,1,0,0,0,1,0
1,1,1,0,0.4507042253521127,1,1,0.6200000000000001,0.30440803138702976,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0.15492957746478872,1,0,0.56,0.09854604200323103,1,0,0,0,0,0,1,1,1,1,0,0,0,1
0,0,0,0,0.0,0,0,0.17000000000000004,0.0019616893607200554,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.1267605633802817,1,1,0.7,0.10512347103623357,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1,0,1,1,0.8169014084507042,1,0,0.010000000000000009,0.13893376413570277,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,1,1,0,0.676056338028169,1,1,0.7,0.4778444495730441,1,1,0,1,1,1,0,0,0,0,0,0,1,0
1,1,1,0,0.6619718309859155,1,1,0.52,0.406992845603508,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.8169014084507042,1,0,0.010000000000000009,0.12474036464343413,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0.25352112676056343,1,1,0.010000000000000009,0.04246480498499885,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0.1267605633802817,1,1,0.77,0.09773828756058159,0,1,0,0,0,0,1,1,1,0,0,1,0,0
0,0,1,0,0.6619718309859155,1,1,0.020000000000000018,0.11747057465958921,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0.28169014084507044,1,1,0.6400000000000001,0.21163166397415187,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,0.02816901408450704,1,0,0.010000000000000009,0.003923378721440111,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0.676056338028169,1,1,0.81,0.5656588968382184,0,1,0,0,0,1,1,1,1,1,0,1,0,0
0,0,1,1,0.8309859154929577,1,0,0.05000000000000002,0.1717055158089084,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0.04225352112676056,1,1,0.75,0.039695361181629356,1,1,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,1.0,1,1,0.9200000000000002,0.9285714285714286,1,1,0,1,1,1,0,1,1,0,1,1,0,0
1,0,0,0,0.0,1,0,0.6200000000000001,0.00715439649203785,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,0,1.0,1,1,0.9300000000000002,0.929263789522271,1,1,0,1,0,1,1,1,1,0,1,1,0,0
0,0,1,0,0.49295774647887325,1,1,0.75,0.3863374105700439,0,1,0,1,0,0,0,1,1,0,0,0,1,0
0,0,1,1,0.25352112676056343,1,0,0.020000000000000018,0.04258019847680591,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,0.971830985915493,1,1,0.8300000000000001,0.8049849988460651,0,1,0,1,1,1,1,1,0,0,1,1,0,0
0,0,1,0,0.11267605633802817,1,1,0.51,0.07327486729748443,1,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.0,1,1,0.6100000000000001,0.007039003000230788,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,1,1.0,1,1,0.9700000000000002,0.970113085621971,1,1,0,1,1,1,1,1,1,0,1,0,1,0
0,0,0,1,0.15492957746478872,1,0,0.010000000000000009,0.022386337410570042,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0.11267605633802817,1,1,0.76,0.09150703900300024,0,1,0,0,0,1,0,1,1,0,0,0,1,0
0,0,0,0,0.3943661971830986,1,1,0.6599999999999999,0.2882529425340411,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.16901408450704225,1,1,0.6200000000000001,0.11423955688899147,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,1,0.11267605633802817,1,0,0.37000000000000005,0.049734594968843755,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,1,0.02816901408450704,1,0,0.51,0.02330948534502654,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.02816901408450704,1,0,0.8900000000000001,0.03404108008308331,1,1,0,0,1,1,0,1,1,0,0,0,0,1
1,0,0,0,0.014084507042253521,1,1,0.6699999999999999,0.017424417262866372,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.49295774647887325,1,1,0.6599999999999999,0.3518347565197323,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.02816901408450704,1,1,0.6000000000000001,0.025848142164781908,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,1.0,1,1,0.9200000000000002,0.9487652896376644,1,1,0,1,0,1,1,1,1,0,1,1,0,0
0,0,1,1,0.943661971830986,1,1,0.81,0.7673667205169629,0,1,0,1,0,0,1,1,1,0,1,0,1,0
1,1,0,0,0.295774647887324,1,1,0.020000000000000018,0.04604200323101777,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0.5070422535211268,1,0,0.49000000000000005,0.2798292176321256,1,0,0,1,1,1,1,0,0,1,0,0,1,0
0,0,1,0,0.7887323943661972,1,0,0.8900000000000001,0.6867066697438264,1,1,0,0,0,1,1,1,1,0,1,0,1,0
0,0,1,1,0.28169014084507044,1,1,0.5700000000000001,0.17666743595661205,1,0,0,1,0,0,0,1,1,1,0,0,0,0
0,0,1,1,1.0,1,0,0.7,0.7480960073851834,1,0,0,1,1,1,1,1,1,0,1,1,0,0
0,0,1,0,0.7605633802816901,1,1,0.78,0.602354027232864,1,1,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.0,1,1,0.27,0.0031156242787906763,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0.9577464788732395,1,1,0.74,0.7456727440572352,0,1,0,0,1,0,1,1,0,0,1,0,0,1
0,0,0,0,0.25352112676056343,1,0,0.51,0.15878144472651742,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,0,0,0.11267605633802817,1,1,0.6699999999999999,0.0840064620355412,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0.15492957746478872,1,0,0.6200000000000001,0.09785368105238866,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0.4084507042253521,1,1,0.32,0.1741287791368567,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0.9154929577464789,1,0,0.71,0.678513731825525,1,1,0,1,1,0,1,0,0,1,0,0,1,0
0,0,1,1,0.09859154929577466,1,1,0.36000000000000004,0.05273482575582737,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0,0.09859154929577466,1,1,0.56,0.06715901223171014,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0.09859154929577466,1,1,0.6599999999999999,0.06865912762520195,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0.943661971830986,1,1,0.6400000000000001,0.6494345718901454,0,0,0,1,1,1,1,1,1,0,1,1,0,0
1,0,0,0,0.16901408450704225,1,0,0.71,0.12854834987306718,1,1,0,0,1,1,1,0,0,0,0,0,1,0
0,0,0,0,0.0,1,1,0.6699999999999999,0.007731363951073159,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,0.4084507042253521,1,1,0.8200000000000001,0.33671820909300715,1,1,0,1,0,0,0,1,1,0,0,0,0,0
0,1,1,0,0.8028169014084507,1,1,0.9000000000000001,0.7234018001384722,1,1,0,1,1,1,0,1,1,1,0,0,1,0
1,1,1,0,0.5915492957746479,0,0,0.37000000000000005,0.2681744749596123,0,0,0,0,1,1,0,1,1,0,0,1,0,0
1,0,0,0,0.0,1,0,0.020000000000000018,0.00023078698361412436,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0.5211267605633804,1,1,0.81,0.4337641357027464,1,1,0,0,0,1,0,1,1,0,0,0,0,0
1,0,1,0,0.2112676056338028,1,1,0.6599999999999999,0.15693514885760446,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0.014084507042253521,1,0,0.5800000000000001,0.016385875836602816,0,0,0,0,0,1,1,1,1,0,0,0,1,0
1,1,1,0,0.9577464788732395,1,0,0.8700000000000001,0.8054465728132933,1,1,0,0,1,0,1,1,1,0,1,1,0,0
0,0,1,1,0.04225352112676056,1,0,0.26,0.017424417262866372,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.0,0,1,0.17000000000000004,0.0019616893607200554,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,0,0.619718309859155,1,0,0.5700000000000001,0.399492268636049,1,0,0,1,0,1,1,0,1,0,1,1,0,0
1,0,0,0,0.28169014084507044,1,1,0.020000000000000018,0.04811908608354489,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0.4366197183098592,1,1,0.46,0.22986383567966767,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,0,0,0,0.4366197183098592,0,0,0.12,0.10489268405261944,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0.22535211267605634,1,1,0.46,0.12404800369259175,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,0.02816901408450704,1,0,0.020000000000000018,0.005192707131317794,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0.014084507042253521,1,1,0.77,0.01869374567274406,0,1,0,0,1,1,1,0,1,0,0,1,0,0
1,0,0,0,1.0,1,1,0.55,0.6054696515116548,0,0,0,1,1,1,1,0,1,0,1,1,0,0
0,1,0,0,0.15492957746478872,1,1,0.6500000000000001,0.11666282021693977,0,1,0,0,1,1,1,0,0,0,0,0,0,1
1,0,1,0,0.0,1,1,0.37000000000000005,0.004269559196861297,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0.08450704225352114,1,1,0.53,0.05735056542810985,0,0,0,1,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0.0,1,0,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0.0,1,1,0.6699999999999999,0.007731363951073159,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,0.2112676056338028,0,1,0.31,0.09139164551119318,0,0,0,0,0,0,1,1,1,0,0,0,1,0
1,0,0,0,0.0,0,1,0.07,0.0008077544426494348,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.9295774647887325,1,0,0.6799999999999999,0.676782829448419,1,0,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0.0,1,1,0.27,0.0031156242787906763,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0.16901408450704225,1,1,0.47000000000000003,0.10200784675744289,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.19718309859154928,1,0,0.010000000000000009,0.03381029309946919,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0.8450704225352113,1,1,0.07,0.1707823678744519,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,0,0.18309859154929578,1,1,0.6799999999999999,0.14043387952919456,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0.9014084507042254,1,0,0.75,0.6982460189245326,1,1,0,1,0,0,1,0,1,1,0,0,1,0
0,0,0,0,0.19718309859154928,1,1,0.5800000000000001,0.12831756288945304,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1.0,1,1,0.9600000000000002,0.9544195707362104,1,1,0,1,1,1,1,1,1,0,1,1,0,0
0,0,1,0,0.7323943661971831,1,0,0.75,0.578236787445188,1,1,0,1,0,1,0,0,1,0,0,0,1,0
1,0,0,1,0.28169014084507044,0,0,0.35000000000000003,0.13443341795522734,0,0,0,1,1,1,1,1,0,0,1,0,0,1
1,0,1,1,0.47887323943661975,1,0,0.06,0.09266097392107087,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0.26760563380281693,1,1,0.010000000000000009,0.04788829909993077,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,0.04225352112676056,1,1,0.32,0.023886452804061854,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0.014084507042253521,1,0,0.42,0.013385645049619203,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0.5633802816901409,1,1,0.020000000000000018,0.09773828756058159,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0.5492957746478874,1,0,0.49000000000000005,0.31306254327255945,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1,1,0,0,0.056338028169014086,1,1,0.51,0.03461804754211863,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0.07042253521126761,1,1,0.3,0.029425340410800832,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0.7042253521126761,1,0,0.06,0.1403184860373875,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.7887323943661972,1,1,0.56,0.4786522040156935,0,0,0,1,1,1,1,1,0,0,1,1,0,0
0,1,1,0,1.0,0,1,0.46,0.533464112624048,0,0,0,1,1,1,1,1,1,0,1,1,0,0
0,1,1,0,0.7323943661971831,1,1,0.42,0.37052850219247635,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.0,1,1,0.07,0.0008077544426494348,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.295774647887324,1,1,0.6100000000000001,0.1975536579736903,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0,1,1,0,0.4084507042253521,1,0,0.56,0.24959612277867532,1,0,0,0,0,1,0,1,1,0,1,0,1,0
0,0,1,1,0.4084507042253521,1,0,0.6400000000000001,0.29448419109162244,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,1,1,0.11267605633802817,1,0,0.010000000000000009,0.020655435033464113,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,0.8732394366197184,1,1,0.73,0.6630510039233787,1,1,0,0,1,0,0,0,1,1,0,0,1,0
1,0,0,0,0.19718309859154928,1,0,0.010000000000000009,0.03611816293561043,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0.7887323943661972,0,1,0.39000000000000007,0.3746826678975306,0,0,0,0,1,1,1,1,1,0,1,0,0,0
1,0,1,1,0.647887323943662,1,1,0.03,0.11804754211862452,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0.33802816901408456,1,1,0.77,0.2742903300253866,0,1,0,0,0,0,1,1,1,0,0,0,1,0
0,0,0,0,0.1267605633802817,1,1,0.6100000000000001,0.10027694438033696,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,0,1,1,0.6901408450704226,1,1,0.8500000000000001,0.5768520655435033,1,1,0,0,1,1,0,1,1,0,0,0,0,0
1,0,1,0,0.943661971830986,1,0,0.72,0.7245557350565428,1,1,0,0,1,1,1,0,0,0,1,1,0,0
1,0,1,1,0.676056338028169,1,1,0.8900000000000001,0.6087006692822524,1,1,0,0,1,1,1,1,1,0,1,0,0,0
1,1,0,0,0.0,1,0,0.32,0.003692591737825987,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.014084507042253521,1,0,0.0,0.004038772213247173,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.02816901408450704,0,0,0.17000000000000004,0.010385414262635588,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0.8450704225352113,1,0,0.7,0.6119316870528502,1,0,0,0,1,1,1,1,1,0,1,1,0,0
0,1,0,0,0.014084507042253521,1,0,0.26,0.007731363951073159,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.4507042253521127,1,1,0.36000000000000004,0.19005308100623125,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0.3098591549295775,1,0,0.010000000000000009,0.05400415416570505,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,0.09859154929577466,1,0,0.010000000000000009,0.01661666282021694,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.056338028169014086,1,1,0.71,0.0511193168705285,0,1,0,0,1,0,1,0,1,0,0,0,1,0
1,1,0,0,0.07042253521126761,1,1,0.71,0.06335102700207709,0,1,0,0,0,0,0,1,1,0,0,0,1,0
0,0,1,1,0.8732394366197184,1,0,0.010000000000000009,0.14158781444726518,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0.4225352112676057,1,1,0.55,0.25375028848372955,1,1,0,0,0,0,0,0,0,0,0,0,1,0
